Age,Gender,Education Level,Job Title,Years of Experience,Salary
31.0,1,2,158,7.0,135000.0
27.0,1,0,43,3.0,80000.0
38.0,1,2,168,10.0,155000.0
44.0,1,2,158,11.0,170000.0
43.0,1,3,158,13.0,185000.0
27.0,1,0,43,2.0,70000.0
48.0,1,3,158,16.0,190000.0
31.0,1,2,158,6.0,125000.0
37.0,1,2,168,9.0,150000.0
28.0,1,0,43,2.0,70000.0
27.0,0,2,3,2.0,70000.0
34.0,1,0,43,5.0,95000.0
43.0,0,2,168,12.0,170000.0
27.0,1,0,3,2.0,75000.0
32.0,1,2,44,7.0,135000.0
40.0,1,3,168,12.0,160000.0
23.0,1,0,43,1.0,55000.0
46.0,1,3,158,16.0,190000.0
41.0,0,3,158,11.0,165000.0
28.0,0,0,43,3.0,80000.0
34.0,1,0,3,6.0,120000.0
49.0,1,3,176,15.0,185000.0
43.0,1,3,158,13.0,185000.0
36.0,1,2,168,8.0,140000.0
33.0,1,2,44,6.0,130000.0
27.0,0,2,3,2.0,70000.0
44.0,1,2,158,11.0,170000.0
31.0,1,2,158,6.0,125000.0
38.0,1,2,168,10.0,155000.0
27.0,1,0,43,2.0,70000.0
31.0,1,2,168,7.0,140000.0
32.0,1,2,3,6.0,130000.0
38.0,0,2,3,10.0,155000.0
51.0,1,3,176,16.0,190000.0
28.0,1,0,43,2.0,70000.0
27.0,1,0,43,3.0,80000.0
43.0,1,3,158,13.0,185000.0
27.0,0,2,44,3.0,100000.0
49.0,1,3,176,15.0,185000.0
48.0,1,3,158,16.0,190000.0
31.0,1,2,158,7.0,135000.0
40.0,0,3,168,12.0,160000.0
24.0,1,0,43,1.0,55000.0
27.0,1,0,43,3.0,80000.0
42.0,1,3,168,14.0,170000.0
24.0,0,0,43,1.0,55000.0
28.0,0,0,43,3.0,80000.0
43.0,1,3,158,13.0,185000.0
31.0,1,2,44,7.0,140000.0
43.0,1,3,176,13.0,180000.0
27.0,0,2,3,2.0,70000.0
49.0,1,3,176,15.0,185000.0
48.0,1,3,158,16.0,190000.0
31.0,1,2,158,6.0,125000.0
40.0,1,3,168,12.0,160000.0
36.0,1,2,168,8.0,140000.0
27.0,1,0,43,2.0,70000.0
28.0,1,0,43,2.0,70000.0
44.0,1,2,158,11.0,170000.0
43.0,1,3,158,13.0,185000.0
32.0,1,2,3,6.0,130000.0
38.0,1,2,168,10.0,155000.0
49.0,1,3,176,15.0,185000.0
27.0,1,0,43,3.0,80000.0
31.0,1,2,158,7.0,135000.0
24.0,1,0,3,1.0,55000.0
48.0,1,3,158,16.0,190000.0
27.0,0,2,3,2.0,70000.0
43.0,1,3,158,13.0,185000.0
44.0,1,2,158,11.0,170000.0
37.0,1,2,168,9.0,150000.0
28.0,1,0,43,2.0,70000.0
31.0,1,2,158,6.0,125000.0
49.0,1,3,176,15.0,185000.0
27.0,1,0,43,3.0,80000.0
42.0,1,3,168,14.0,170000.0
38.0,1,2,168,10.0,155000.0
43.0,1,3,158,13.0,185000.0
27.0,1,0,43,2.0,70000.0
31.0,1,2,44,7.0,140000.0
36.0,1,2,168,8.0,140000.0
27.0,0,2,3,2.0,70000.0
49.0,1,3,176,15.0,185000.0
48.0,1,3,158,16.0,190000.0
31.0,1,2,158,7.0,135000.0
40.0,0,3,168,12.0,160000.0
24.0,1,0,43,1.0,55000.0
27.0,1,0,43,3.0,80000.0
43.0,1,3,158,13.0,185000.0
27.0,0,2,44,3.0,100000.0
49.0,1,3,176,15.0,185000.0
48.0,1,3,158,16.0,190000.0
31.0,1,2,158,6.0,125000.0
40.0,1,3,168,12.0,160000.0
36.0,1,2,168,8.0,140000.0
27.0,1,0,43,2.0,70000.0
28.0,1,0,43,2.0,70000.0
44.0,1,2,158,11.0,170000.0
43.0,1,3,158,13.0,185000.0
32.0,1,2,3,6.0,130000.0
38.0,1,2,168,10.0,155000.0
49.0,1,3,176,15.0,185000.0
27.0,1,0,43,3.0,80000.0
31.0,1,2,158,7.0,135000.0
24.0,1,0,3,1.0,55000.0
48.0,1,3,158,16.0,190000.0
27.0,0,2,3,2.0,70000.0
43.0,1,3,158,13.0,185000.0
44.0,1,2,158,11.0,170000.0
37.0,1,2,168,9.0,150000.0
28.0,1,0,43,2.0,70000.0
31.0,1,2,158,6.0,125000.0
49.0,1,3,176,15.0,185000.0
27.0,1,0,43,3.0,80000.0
42.0,1,3,168,14.0,170000.0
38.0,1,2,168,10.0,155000.0
36.0,1,0,43,7.0,120000.0
29.0,0,2,3,3.0,90000.0
41.0,0,3,176,14.0,180000.0
33.0,1,0,44,7.0,130000.0
42.0,1,3,168,12.0,170000.0
28.0,1,0,3,2.0,70000.0
26.0,0,2,43,1.0,55000.0
47.0,1,3,158,16.0,190000.0
44.0,0,3,176,11.0,165000.0
30.0,1,2,44,5.0,105000.0
39.0,0,2,168,11.0,160000.0
32.0,1,0,43,6.0,110000.0
50.0,1,3,176,17.0,195000.0
27.0,1,0,3,3.0,85000.0
46.0,1,3,158,14.0,180000.0
25.0,0,0,43,1.0,55000.0
43.0,1,3,158,13.0,185000.0
35.0,1,0,3,8.0,140000.0
29.0,0,2,3,3.0,90000.0
40.0,0,3,168,12.0,160000.0
35.0,1,0,44,8.0,145000.0
41.0,1,3,158,13.0,185000.0
30.0,1,2,44,5.0,105000.0
33.0,1,0,43,6.0,110000.0
26.0,0,2,43,1.0,55000.0
47.0,1,3,158,16.0,190000.0
44.0,0,3,176,11.0,165000.0
30.0,1,2,44,5.0,105000.0
39.0,0,2,168,11.0,160000.0
32.0,1,0,43,6.0,110000.0
50.0,1,3,176,17.0,195000.0
27.0,1,0,3,3.0,85000.0
46.0,1,3,158,14.0,180000.0
25.0,0,0,43,1.0,55000.0
43.0,1,3,158,13.0,185000.0
35.0,1,0,3,8.0,140000.0
29.0,0,2,3,3.0,90000.0
40.0,0,3,168,12.0,160000.0
35.0,1,0,44,8.0,145000.0
41.0,1,3,158,13.0,185000.0
30.0,1,2,44,5.0,105000.0
33.0,1,0,43,6.0,110000.0
26.0,0,2,43,1.0,55000.0
47.0,1,3,158,16.0,190000.0
44.0,0,3,176,11.0,165000.0
30.0,1,2,44,5.0,105000.0
39.0,0,2,168,11.0,160000.0
32.0,1,0,43,6.0,110000.0
50.0,1,3,176,17.0,195000.0
27.0,1,0,3,3.0,85000.0
46.0,1,3,158,14.0,180000.0
25.0,0,0,43,1.0,55000.0
43.0,1,3,158,13.0,185000.0
35.0,1,0,3,8.0,140000.0
29.0,0,2,3,3.0,90000.0
40.0,0,3,168,12.0,160000.0
35.0,1,0,44,8.0,145000.0
41.0,1,3,158,13.0,185000.0
30.0,1,2,44,5.0,105000.0
33.0,1,0,43,6.0,110000.0
26.0,0,2,43,1.0,55000.0
47.0,1,3,158,16.0,190000.0
44.0,0,3,176,11.0,165000.0
30.0,1,2,44,5.0,105000.0
39.0,0,2,168,11.0,160000.0
32.0,1,0,43,6.0,110000.0
50.0,1,3,176,17.0,195000.0
27.0,1,0,3,3.0,85000.0
46.0,1,3,158,14.0,180000.0
25.0,0,0,43,1.0,55000.0
43.0,1,3,158,13.0,185000.0
35.0,1,0,3,8.0,140000.0
29.0,0,2,3,3.0,90000.0
40.0,0,3,168,12.0,160000.0
35.0,1,0,44,8.0,145000.0
41.0,1,3,158,13.0,185000.0
30.0,1,2,44,5.0,105000.0
33.0,1,0,43,6.0,110000.0
26.0,0,2,43,1.0,55000.0
47.0,1,3,158,16.0,190000.0
44.0,0,3,176,11.0,165000.0
30.0,1,2,44,5.0,105000.0
39.0,0,2,168,11.0,160000.0
32.0,1,0,43,6.0,110000.0
50.0,1,3,176,17.0,195000.0
27.0,1,0,3,3.0,85000.0
46.0,1,3,158,14.0,180000.0
25.0,0,0,43,1.0,55000.0
43.0,1,3,158,13.0,185000.0
35.0,1,0,3,8.0,140000.0
29.0,0,2,3,3.0,90000.0
40.0,0,3,168,12.0,160000.0
35.0,1,0,44,8.0,145000.0
41.0,1,3,158,13.0,185000.0
30.0,1,2,44,5.0,105000.0
33.0,1,0,43,6.0,110000.0
26.0,0,2,43,1.0,55000.0
47.0,1,3,158,16.0,190000.0
44.0,0,3,176,11.0,165000.0
30.0,1,2,44,5.0,105000.0
39.0,0,2,168,11.0,160000.0
32.0,1,0,43,6.0,110000.0
50.0,1,3,176,17.0,195000.0
27.0,1,0,3,3.0,85000.0
46.0,1,3,158,14.0,180000.0
25.0,0,0,43,1.0,55000.0
43.0,1,3,158,13.0,185000.0
35.0,1,0,3,8.0,140000.0
29.0,0,2,3,3.0,90000.0
40.0,0,3,168,12.0,160000.0
35.0,1,0,44,8.0,145000.0
41.0,1,3,158,13.0,185000.0
30.0,1,2,44,5.0,105000.0
33.0,1,0,43,6.0,110000.0
31.0,1,0,43,6.0,115000.0
42.0,0,2,176,13.0,170000.0
27.0,0,0,3,3.0,80000.0
51.0,1,3,158,19.0,200000.0
34.0,0,2,44,7.0,130000.0
38.0,1,0,176,11.0,155000.0
29.0,1,0,43,5.0,105000.0
43.0,0,3,158,14.0,190000.0
36.0,1,2,3,8.0,140000.0
48.0,1,3,176,16.0,185000.0
35.0,0,0,44,8.0,145000.0
30.0,0,2,43,4.0,90000.0
50.0,1,3,158,18.0,195000.0
29.0,1,0,3,4.0,95000.0
41.0,1,2,176,13.0,170000.0
33.0,0,0,44,6.0,115000.0
45.0,1,3,158,16.0,185000.0
28.0,0,0,43,2.0,65000.0
39.0,0,2,176,12.0,160000.0
30.0,1,0,3,5.0,100000.0
46.0,1,3,158,15.0,180000.0
25.0,0,0,43,1.0,55000.0
42.0,1,3,176,14.0,190000.0
31.0,1,0,44,6.0,115000.0
49.0,0,3,158,17.0,195000.0
36.0,1,2,3,9.0,150000.0
33.0,0,0,44,6.0,115000.0
45.0,1,3,176,16.0,185000.0
28.0,0,0,43,2.0,65000.0
39.0,0,2,176,12.0,160000.0
30.0,1,0,3,5.0,100000.0
46.0,1,3,158,15.0,180000.0
25.0,0,0,43,1.0,55000.0
42.0,1,3,176,14.0,190000.0
31.0,1,0,44,6.0,115000.0
49.0,0,3,158,17.0,195000.0
36.0,1,2,3,9.0,150000.0
33.0,0,0,44,6.0,115000.0
45.0,1,3,176,16.0,185000.0
28.0,0,0,43,2.0,65000.0
39.0,0,2,176,12.0,160000.0
30.0,1,0,3,5.0,100000.0
46.0,1,3,158,15.0,180000.0
25.0,0,0,43,1.0,55000.0
42.0,1,3,176,14.0,190000.0
31.0,1,0,44,6.0,115000.0
49.0,0,3,158,17.0,195000.0
36.0,1,2,3,9.0,150000.0
33.0,0,0,44,6.0,115000.0
45.0,1,3,176,16.0,185000.0
28.0,0,0,43,2.0,65000.0
39.0,0,2,176,12.0,160000.0
30.0,1,0,3,5.0,100000.0
46.0,1,3,158,15.0,180000.0
25.0,0,0,43,1.0,55000.0
42.0,1,3,176,14.0,190000.0
31.0,1,0,44,6.0,115000.0
49.0,0,3,158,17.0,195000.0
36.0,1,2,3,9.0,150000.0
33.0,0,0,44,6.0,115000.0
45.0,1,3,176,16.0,185000.0
28.0,0,0,43,2.0,65000.0
39.0,0,2,176,12.0,160000.0
30.0,1,0,3,5.0,100000.0
46.0,1,3,158,15.0,180000.0
25.0,0,0,43,1.0,55000.0
42.0,1,3,176,14.0,190000.0
31.0,1,0,44,6.0,115000.0
49.0,0,3,158,17.0,195000.0
36.0,1,2,3,9.0,150000.0
33.0,0,0,44,6.0,115000.0
45.0,1,3,176,16.0,185000.0
28.0,0,0,43,2.0,65000.0
39.0,0,2,176,12.0,160000.0
30.0,1,0,3,5.0,100000.0
46.0,1,3,158,15.0,180000.0
25.0,0,0,43,1.0,55000.0
42.0,1,3,176,14.0,190000.0
31.0,1,0,44,6.0,115000.0
49.0,0,3,158,17.0,195000.0
36.0,1,2,3,9.0,150000.0
33.0,0,0,44,6.0,115000.0
45.0,1,3,176,16.0,185000.0
28.0,0,0,43,2.0,65000.0
39.0,0,2,176,12.0,160000.0
30.0,1,0,3,5.0,100000.0
46.0,1,3,158,15.0,180000.0
25.0,0,0,43,1.0,55000.0
42.0,1,3,176,14.0,190000.0
31.0,1,0,44,6.0,115000.0
49.0,0,3,158,17.0,195000.0
36.0,1,2,3,9.0,150000.0
33.0,0,0,44,6.0,115000.0
45.0,1,3,176,16.0,185000.0
28.0,0,0,43,2.0,65000.0
39.0,0,2,176,12.0,160000.0
30.0,1,0,3,5.0,100000.0
46.0,1,3,158,15.0,180000.0
25.0,0,0,43,1.0,55000.0
42.0,1,3,176,14.0,190000.0
31.0,1,0,44,6.0,115000.0
49.0,0,3,158,17.0,195000.0
36.0,1,2,3,9.0,150000.0
33.0,0,0,44,6.0,115000.0
45.0,1,3,176,16.0,185000.0
28.0,0,0,43,2.0,65000.0
39.0,0,2,176,12.0,160000.0
30.0,1,0,3,5.0,100000.0
46.0,1,3,158,15.0,180000.0
25.0,0,0,43,1.0,55000.0
42.0,1,3,176,14.0,190000.0
31.0,1,0,44,6.0,115000.0
49.0,0,3,158,17.0,195000.0
36.0,1,2,3,9.0,150000.0
33.0,0,0,44,6.0,115000.0
45.0,1,3,176,16.0,185000.0
28.0,0,0,43,2.0,65000.0
39.0,0,2,176,12.0,160000.0
30.0,1,0,3,5.0,100000.0
46.0,1,3,158,15.0,180000.0
29.0,1,0,43,4.0,90000.0
40.0,0,2,176,12.0,160000.0
27.0,0,0,3,3.0,80000.0
50.0,1,3,158,18.0,195000.0
33.0,0,2,44,6.0,115000.0
37.0,1,0,176,10.0,150000.0
28.0,1,0,43,2.0,65000.0
44.0,0,3,158,14.0,190000.0
35.0,1,2,3,8.0,140000.0
47.0,1,3,176,16.0,185000.0
34.0,0,0,44,7.0,130000.0
31.0,0,2,43,5.0,105000.0
51.0,1,3,158,19.0,200000.0
30.0,1,0,3,5.0,100000.0
42.0,1,2,176,13.0,170000.0
33.0,0,0,44,6.0,115000.0
45.0,1,3,158,16.0,185000.0
29.0,0,0,43,4.0,90000.0
39.0,0,2,176,12.0,160000.0
27.0,1,0,3,3.0,80000.0
49.0,1,3,158,17.0,195000.0
32.0,0,2,44,6.0,115000.0
36.0,1,0,176,8.0,135000.0
27.0,1,0,43,2.0,65000.0
43.0,0,3,158,14.0,190000.0
34.0,1,2,3,8.0,140000.0
46.0,1,3,176,16.0,185000.0
33.0,0,0,44,7.0,130000.0
30.0,0,2,43,5.0,105000.0
50.0,1,3,158,19.0,200000.0
30.0,1,0,3,5.0,100000.0
42.0,1,2,176,13.0,170000.0
33.0,0,0,44,6.0,115000.0
45.0,1,3,158,16.0,185000.0
29.0,0,0,43,4.0,90000.0
39.0,0,2,176,12.0,160000.0
27.0,1,0,3,3.0,80000.0
49.0,1,3,158,17.0,195000.0
32.0,0,2,44,6.0,115000.0
36.0,1,0,176,8.0,135000.0
27.0,1,0,43,2.0,65000.0
43.0,0,3,158,14.0,190000.0
34.0,1,2,3,8.0,140000.0
46.0,1,3,176,16.0,185000.0
33.0,0,0,44,7.0,130000.0
30.0,0,2,43,5.0,105000.0
50.0,1,3,158,19.0,200000.0
30.0,1,0,3,5.0,100000.0
42.0,1,2,176,13.0,170000.0
33.0,0,0,44,6.0,115000.0
45.0,1,3,158,16.0,185000.0
29.0,0,0,43,4.0,90000.0
39.0,0,2,176,12.0,160000.0
27.0,1,0,3,3.0,80000.0
49.0,1,3,158,17.0,195000.0
32.0,0,2,44,6.0,115000.0
36.0,1,0,176,8.0,135000.0
27.0,1,0,43,2.0,65000.0
43.0,0,3,158,14.0,190000.0
34.0,1,2,3,8.0,140000.0
46.0,1,3,176,16.0,185000.0
33.0,0,0,44,7.0,130000.0
30.0,0,2,43,5.0,105000.0
50.0,1,3,158,19.0,200000.0
30.0,1,0,3,5.0,100000.0
42.0,1,2,176,13.0,170000.0
33.0,0,0,44,6.0,115000.0
45.0,1,3,158,16.0,185000.0
29.0,0,0,43,4.0,90000.0
39.0,0,2,176,12.0,160000.0
27.0,1,0,3,3.0,80000.0
49.0,1,3,158,17.0,195000.0
32.0,0,2,44,6.0,115000.0
36.0,1,0,176,8.0,135000.0
27.0,1,0,43,2.0,65000.0
43.0,0,3,158,14.0,190000.0
34.0,1,2,3,8.0,140000.0
46.0,1,3,176,16.0,185000.0
33.0,0,0,44,7.0,130000.0
30.0,0,2,43,5.0,105000.0
50.0,1,3,158,19.0,200000.0
30.0,1,0,3,5.0,100000.0
42.0,1,2,176,13.0,170000.0
33.0,0,0,44,6.0,115000.0
45.0,1,3,158,16.0,185000.0
29.0,0,0,43,4.0,90000.0
39.0,0,2,176,12.0,160000.0
27.0,1,0,3,3.0,80000.0
49.0,1,3,158,17.0,195000.0
32.0,0,2,44,6.0,115000.0
36.0,1,0,176,8.0,135000.0
27.0,1,0,43,2.0,65000.0
43.0,0,3,158,14.0,190000.0
34.0,1,2,3,8.0,140000.0
46.0,1,3,176,16.0,185000.0
33.0,0,0,44,7.0,130000.0
30.0,0,2,43,5.0,105000.0
50.0,1,3,158,19.0,200000.0
30.0,1,0,3,5.0,100000.0
42.0,1,2,176,13.0,170000.0
33.0,0,0,44,6.0,115000.0
45.0,1,3,158,16.0,185000.0
29.0,0,0,43,4.0,90000.0
39.0,0,2,176,12.0,160000.0
27.0,1,0,3,3.0,80000.0
49.0,1,3,158,17.0,195000.0
32.0,0,2,44,6.0,115000.0
36.0,1,0,176,8.0,135000.0
27.0,1,0,43,2.0,65000.0
43.0,0,3,158,14.0,190000.0
34.0,1,2,3,8.0,140000.0
46.0,1,3,176,16.0,185000.0
33.0,0,0,44,7.0,130000.0
30.0,0,2,43,5.0,105000.0
50.0,1,3,158,19.0,200000.0
30.0,1,0,3,5.0,100000.0
42.0,1,2,176,13.0,170000.0
33.0,0,0,44,6.0,115000.0
45.0,1,3,158,16.0,185000.0
29.0,0,0,43,4.0,90000.0
31.0,0,0,43,6.0,110000.0
37.0,1,2,176,10.0,150000.0
27.0,1,0,3,3.0,80000.0
50.0,1,3,158,18.0,195000.0
32.0,0,2,44,6.0,115000.0
36.0,1,0,176,8.0,135000.0
27.0,1,0,43,2.0,65000.0
43.0,0,3,158,14.0,190000.0
34.0,1,2,3,8.0,140000.0
46.0,1,3,176,16.0,185000.0
33.0,0,0,44,7.0,130000.0
30.0,0,2,43,5.0,105000.0
50.0,1,3,158,19.0,200000.0
30.0,1,0,3,5.0,100000.0
42.0,1,2,176,13.0,170000.0
33.0,0,0,44,6.0,115000.0
45.0,1,3,158,16.0,185000.0
29.0,0,0,43,4.0,90000.0
39.0,0,2,176,12.0,160000.0
27.0,1,0,3,3.0,80000.0
49.0,1,3,158,17.0,195000.0
32.0,0,2,44,6.0,115000.0
36.0,1,0,176,8.0,135000.0
27.0,1,0,43,2.0,65000.0
43.0,0,3,158,14.0,190000.0
34.0,1,2,3,8.0,140000.0
46.0,1,3,176,16.0,185000.0
33.0,0,0,44,7.0,130000.0
30.0,0,2,43,5.0,105000.0
50.0,1,3,158,19.0,200000.0
30.0,1,0,3,5.0,100000.0
42.0,1,2,176,13.0,170000.0
33.0,0,0,44,6.0,115000.0
45.0,1,3,158,16.0,185000.0
29.0,0,0,43,4.0,90000.0
39.0,0,2,176,12.0,160000.0
27.0,1,0,3,3.0,80000.0
49.0,1,3,158,17.0,195000.0
32.0,0,2,44,6.0,115000.0
36.0,1,0,176,8.0,135000.0
27.0,1,0,43,2.0,65000.0
43.0,0,3,158,14.0,190000.0
34.0,1,2,3,8.0,140000.0
46.0,1,3,176,16.0,185000.0
33.0,0,0,44,7.0,130000.0
30.0,0,2,43,5.0,105000.0
50.0,1,3,158,19.0,200000.0
30.0,1,0,3,5.0,100000.0
42.0,1,2,176,13.0,170000.0
33.0,0,0,44,6.0,115000.0
45.0,1,3,158,16.0,185000.0
29.0,0,0,43,4.0,90000.0
39.0,0,2,176,12.0,160000.0
27.0,1,0,3,3.0,80000.0
49.0,1,3,158,17.0,195000.0
32.0,0,2,44,6.0,115000.0
36.0,1,0,176,8.0,135000.0
27.0,1,0,43,2.0,65000.0
43.0,0,3,158,14.0,190000.0
34.0,1,2,3,8.0,140000.0
46.0,1,3,176,16.0,185000.0
33.0,0,0,44,7.0,130000.0
30.0,0,2,43,5.0,105000.0
50.0,1,3,158,19.0,200000.0
30.0,1,0,3,5.0,100000.0
42.0,1,2,176,13.0,170000.0
33.0,0,0,44,6.0,115000.0
45.0,1,3,158,16.0,185000.0
29.0,0,0,43,4.0,90000.0
39.0,0,2,176,12.0,160000.0
27.0,1,0,3,3.0,80000.0
49.0,1,3,158,17.0,195000.0
32.0,0,2,44,6.0,115000.0
36.0,1,0,176,8.0,135000.0
27.0,1,0,43,2.0,65000.0
43.0,0,3,158,14.0,190000.0
34.0,1,2,3,8.0,140000.0
46.0,1,3,176,16.0,185000.0
33.0,0,0,44,7.0,130000.0
30.0,0,2,43,5.0,105000.0
50.0,1,3,158,19.0,200000.0
30.0,1,0,3,5.0,100000.0
42.0,1,2,176,13.0,170000.0
33.0,0,0,44,6.0,115000.0
45.0,1,3,158,16.0,185000.0
29.0,0,0,43,4.0,90000.0
39.0,0,2,176,12.0,160000.0
27.0,1,0,3,3.0,80000.0
49.0,1,3,158,17.0,195000.0
32.0,0,2,44,6.0,115000.0
36.0,1,0,176,8.0,135000.0
27.0,1,0,43,2.0,65000.0
43.0,0,3,158,14.0,190000.0
34.0,1,2,3,8.0,140000.0
46.0,1,3,176,16.0,185000.0
33.0,0,0,44,7.0,130000.0
30.0,0,2,43,5.0,105000.0
50.0,1,3,158,19.0,200000.0
30.0,1,0,3,5.0,100000.0
42.0,1,2,176,13.0,170000.0
33.0,0,0,44,6.0,115000.0
45.0,1,3,158,16.0,185000.0
29.0,0,0,43,4.0,90000.0
39.0,0,2,176,12.0,160000.0
27.0,1,0,3,3.0,80000.0
49.0,1,3,158,17.0,195000.0
32.0,0,2,44,6.0,115000.0
36.0,1,0,176,8.0,135000.0
27.0,1,0,43,2.0,65000.0
43.0,0,3,158,14.0,190000.0
34.0,1,2,3,8.0,140000.0
46.0,1,3,176,16.0,185000.0
33.0,0,0,44,7.0,130000.0
30.0,0,2,43,5.0,105000.0
50.0,1,3,158,19.0,200000.0
30.0,1,0,3,5.0,100000.0
42.0,1,2,176,13.0,170000.0
33.0,0,0,44,6.0,115000.0
45.0,1,3,158,16.0,185000.0
29.0,0,0,43,4.0,90000.0
31.0,1,2,176,8.0,130000.0
27.0,1,0,3,3.0,80000.0
43.0,1,3,158,15.0,180000.0
35.0,0,2,44,8.0,140000.0
42.0,1,0,176,12.0,160000.0
28.0,0,0,43,2.0,55000.0
44.0,0,3,158,16.0,190000.0
32.0,1,2,3,7.0,120000.0
48.0,1,3,176,18.0,200000.0
30.0,0,0,44,5.0,100000.0
34.0,1,2,43,9.0,150000.0
37.0,0,0,176,11.0,170000.0
26.0,1,0,3,2.0,65000.0
49.0,0,3,158,19.0,210000.0
29.0,1,0,44,4.0,90000.0
41.0,1,2,176,14.0,180000.0
31.0,0,0,43,6.0,110000.0
37.0,1,2,176,10.0,150000.0
27.0,1,0,3,3.0,80000.0
50.0,1,3,158,18.0,195000.0
32.0,0,2,44,6.0,115000.0
36.0,1,0,176,8.0,135000.0
27.0,1,0,43,2.0,65000.0
43.0,0,3,158,14.0,190000.0
34.0,1,2,3,8.0,140000.0
46.0,1,3,176,16.0,185000.0
33.0,0,0,44,7.0,130000.0
30.0,0,2,43,5.0,105000.0
50.0,1,3,158,19.0,200000.0
30.0,1,0,3,5.0,100000.0
42.0,1,2,176,13.0,170000.0
33.0,0,0,44,6.0,115000.0
45.0,1,3,158,16.0,185000.0
29.0,0,0,43,4.0,90000.0
39.0,0,2,176,12.0,160000.0
27.0,1,0,3,3.0,80000.0
49.0,1,3,158,17.0,195000.0
32.0,0,2,44,6.0,115000.0
36.0,1,0,176,8.0,135000.0
27.0,1,0,43,2.0,65000.0
43.0,0,3,158,14.0,190000.0
34.0,1,2,3,8.0,140000.0
46.0,1,3,176,16.0,185000.0
33.0,0,0,44,7.0,130000.0
30.0,0,2,43,5.0,105000.0
50.0,1,3,158,19.0,200000.0
30.0,1,0,3,5.0,100000.0
42.0,1,2,176,13.0,170000.0
33.0,0,0,44,6.0,115000.0
45.0,1,3,158,16.0,185000.0
29.0,0,0,43,4.0,90000.0
39.0,0,2,176,12.0,160000.0
27.0,1,0,3,3.0,80000.0
49.0,1,3,158,17.0,195000.0
32.0,0,2,44,6.0,115000.0
36.0,1,0,176,8.0,135000.0
27.0,1,0,43,2.0,65000.0
43.0,0,3,158,14.0,190000.0
34.0,1,2,3,8.0,140000.0
46.0,0,3,158,16.0,185000.0
33.0,1,0,44,7.0,130000.0
30.0,1,2,43,5.0,105000.0
50.0,1,3,176,20.0,210000.0
31.0,1,0,3,6.0,95000.0
39.0,0,2,176,11.0,170000.0
27.0,1,0,43,2.0,65000.0
44.0,0,3,158,16.0,190000.0
32.0,1,2,3,7.0,120000.0
48.0,1,3,176,19.0,200000.0
30.0,0,0,44,5.0,100000.0
34.0,1,2,43,9.0,150000.0
37.0,0,0,176,11.0,170000.0
26.0,1,0,3,2.0,65000.0
49.0,0,3,158,19.0,210000.0
29.0,1,0,44,4.0,90000.0
41.0,1,2,176,14.0,180000.0
31.0,0,0,43,6.0,110000.0
37.0,1,2,176,10.0,150000.0
27.0,1,0,3,3.0,80000.0
50.0,1,3,158,18.0,195000.0
32.0,0,2,44,6.0,115000.0
36.0,1,0,176,8.0,135000.0
27.0,1,0,43,2.0,65000.0
43.0,0,3,158,14.0,190000.0
34.0,1,2,3,8.0,140000.0
46.0,1,3,176,16.0,185000.0
33.0,0,0,44,7.0,130000.0
30.0,0,2,43,5.0,105000.0
50.0,1,3,158,19.0,200000.0
30.0,1,0,3,5.0,100000.0
42.0,1,2,176,13.0,170000.0
33.0,0,0,44,6.0,115000.0
45.0,1,3,158,16.0,185000.0
29.0,0,0,43,4.0,90000.0
39.0,0,2,176,12.0,160000.0
27.0,1,0,3,3.0,80000.0
49.0,1,3,158,17.0,195000.0
32.0,0,2,44,6.0,115000.0
36.0,1,0,176,8.0,135000.0
27.0,1,0,43,2.0,65000.0
43.0,0,3,158,14.0,190000.0
34.0,1,2,3,8.0,140000.0
46.0,1,3,176,16.0,185000.0
33.0,0,0,44,7.0,130000.0
30.0,0,2,43,5.0,105000.0
50.0,1,3,158,19.0,200000.0
30.0,1,0,3,5.0,100000.0
42.0,1,2,176,13.0,170000.0
33.0,0,0,44,6.0,115000.0
45.0,1,3,158,16.0,185000.0
29.0,0,0,43,4.0,90000.0
39.0,0,2,176,12.0,160000.0
27.0,1,0,3,3.0,80000.0
49.0,1,3,158,17.0,195000.0
32.0,0,2,44,6.0,115000.0
36.0,1,0,176,8.0,135000.0
27.0,1,0,43,2.0,65000.0
43.0,0,3,158,14.0,190000.0
34.0,1,2,3,8.0,140000.0
28.0,1,0,175,4.0,75000.0
33.0,0,2,18,7.0,95000.0
22.0,1,0,42,1.0,50000.0
44.0,1,3,129,15.0,180000.0
29.0,0,0,174,3.0,65000.0
31.0,1,2,106,6.0,120000.0
25.0,0,2,175,2.0,60000.0
38.0,1,0,20,10.0,150000.0
27.0,1,0,175,3.0,70000.0
46.0,0,3,27,20.0,220000.0
33.0,1,2,18,8.0,100000.0
24.0,0,0,174,2.0,55000.0
36.0,1,3,129,12.0,170000.0
30.0,0,0,175,5.0,90000.0
29.0,1,0,42,4.0,80000.0
42.0,1,2,106,14.0,180000.0
26.0,1,0,174,2.0,60000.0
35.0,0,2,18,9.0,120000.0
27.0,0,0,175,3.0,70000.0
48.0,1,3,27,18.0,210000.0
34.0,1,2,20,9.0,140000.0
23.0,0,0,175,1.0,50000.0
32.0,1,2,106,7.0,110000.0
25.0,0,2,175,2.0,60000.0
37.0,1,0,18,11.0,160000.0
28.0,1,0,175,4.0,75000.0
